key,KR
36530ecd,고속도로 시설
e0bffa08,하이킹
4db8c3a8,하이킹
678f33ba,START를 누름
ddd0bfbf,START를 눌러 측정 시작
6d2f092f,사적
06fb59e4,유적지
4f789ead,유적지
c265a3fd,홈센터
d7958bce,가구
2ccf86dd,홈 및 가든
3d530c0f,Honda 자동차 딜러
242d9453,Honda 오토바이 딜러
16ccfdb5,홍콩
3c25b53b,연결구
ad487f45,수평쌍등
b9ea4aed,경적
8c2695a2,병원
04d47cbf,병원
ee4e827d,온천
f86fdbea,XERO 위치
53e4a073,1성호텔
5d780fd0,2성호텔
f5300ff1,3성호텔
99ccc60e,4성호텔
632235bf,5성호텔
bb555694,호텔/모텔
1226e94a,호텔 및 모텔
ee8721a7,Hough
9d75700c,주택
9bad137e,주택/정원
93524162,가구&가전
9f9e473a,시간
2d04bccb,EOV Hungarian
33b96189,헝가리식
4c1b02b3,Hyderabadi
db58ff94,수소
9721d5f7,Hyundai 딜러
dcab87ef,IALA Region
786f0090,강도 계수
776efefd,IF
1a8a4313,강도 계수(IF)
378a70ba,강도 계수(IF)
f3844d7d,당신의 회복 필요성이 높습니다. 오늘은 쉬엄쉬엄 활동하는 것이 좋습니다.
ea0ac9b4,당신의 회복 필요성이 여전히 높습니다. 오늘은 쉬엄쉬엄 활동하세요.
93226cf1,거의 완전히 회복되었습니다.
71271665,오늘의 높은 수준의 활동량이 회복의 필요성을 높였습니다. 쉬엄쉬엄 활동하여 정상으로 회복하세요.
f70109fc,오늘의 높은 수준의 활동량이 회복 속도를 느리게 만들었습니다. 완전히 재충전될 때까지 휴식을 취해야 할 것입니다.
5e648d8f,오늘의 높은 수준의 활동량이 회복 속도를 느리게 만들었습니다. 완전히 재충전될 때까지 휴식을 취해야 할 것입니다.
8346995e,높은 수준의 스트레스가 회복의 필요성을 높였습니다. 이것은 오늘 귀하의 훈련 결과에 부정적인 영향을 미칠 수도 있습니다.
c8cb42b9,높은 수준의 스트레스가 회복의 필요성을 높였습니다. 완전히 원기를 회복할 때까지 시간을 내서 휴식을 취해야 할 것입니다.
15416b60,좋습니다! 하루의 충분한 휴식은 당신의 회복 속도를 높였습니다.
028c71a3,부족한 수면이 회복 필요성을 증가시켰습니다. 이것은 오늘의 훈련 결과에 부정적인 영향을 미칠 수도 있습니다.
6fe76922,좋습니다! 양질의 수면이 당신의 회복 속도를 빠르게 하였습니다.
eafedd7d,잘했습니다! 양질의 수면이 당신의 회복 속도를 빠르게 하였습니다.
be8363e9,1시간
24cdf919,회복 시간 지연됨
c9bf29dd,회복 시간 향상됨
2e1a55fb,회복 시간
a0e25bc7,%1 일
8da167ab,%1 시간
f16d7c51,일일 평균 %1
6eae557e,IM
bd3ac0f6,자정 이후
d43edb9e,이번 주
5fb7cad2,오늘
d2fbd566,사고감지알림 전송을 실패하였습니다.
42cc5a13,비상 메시지를 취소합니까?
766d9815,비상 연락처에게 통보됨
80377cc1,위치 찾는 중
9ecccee0,사고가 감지됨
e97ea52f,사고 감지 모드를 종료하는데 실패하였습니다.
580b460a,사고가 감지되었습니다. 이 기능을 종료할 때까지 위치를 추적하여 비상연락처에 공유합니다.
28575b19,위치를 알아낼 수 없습니다. 비상 연락처에 통지되지 않을 것입니다.
11200520,연결이 완료되면 위치를 추적하여 비상 연락처에 공유할 것입니다.
3a92eb79,전송 불가
31f46aec,비상 연락처에 통지 중입니다.
6793aa3d,나중에 확인하려면 설정 > 안전 및 추적 > 사고 감지로 이동하세요.
854d1300,Garmin Connect Mobile 앱을 사용하여 설정하세요.
45136562,응답 중
7e31f539,통화 종료
58a011f8,취소하려면 아무 키나 누르세요.
14fb6827,SOS 발송 중. inReach 장치가 켜진 상태로 가까이 두세요.
765a22ab,SOS 발송 중:
e6fbe3c0,연결없음! inReach 장치가 켜져 있고 근처에 위치하는지 확인하세요. 장치와 연결되면 SOS가 발송됨.
a42ff831,SOS 발송됨. inReach가 하늘이 잘 보이는 곳에 위치하는지 확인하세요.
c5b6b3f0,답장
84e6be57,설정된 문자 사용
4f448867,설정된 문자 사용
91e24b2a,답장
dfb15df2,메시지 입력
4f4f9abc,"비상 사태, 도움을 요청합니다."
58d8741c,사고 발생. 도움 요청합니다.
c1118883,사상사고. 도움 요청합니다.
f6f76d30,응급사태. 도움 요청합니다.
e111f4a6,팀원 찾지 못함
fd6c7324,자연 재해. 도움 요청합니다.
993c7bc1,생명의 위협이 없는 응급상황입니다. 도움 요청을 전송합니다.
1c387476,그룹에서 이탈했습니다.
aa8bcaf7,심한 부상. 도움 요청.
c3fb8cc8,장비 고장
4bba4f95,선박 비상사태. 도움 요청합니다.
b919790b,연결되지 않았습니다. inReach 장치가 근처에 있고 켜져 있는지 확인하세요. 장치가 연결되면 추적이 시작됩니다.
3d57021e,SOS 취소 중
28241c87,거리
bb221d94,SOS 발송 중
fa7200d5,inReach와 페어링
50166d33,SOS 발신 중
e752585b,%1 찾는중
b78c9c75,타이머
f046870c,아이스크림 및 스낵
f3af7c99,스케이팅
bd2f4749,아이슬란드
af699daf,Icelandic Grid
377c67b6,가고 있습니다
23154609,사용자설정 맵 내의 이미지 파일이 너무 큽니다. 이 이미지 파일은 맵에 표시되지 않습니다.
cb1f2927,이미지구역
cff4cc73,시작됨
a7471d80,미확인 측량구역
ad393940,인치(Hg)
f51c4189,사건이 감지되면 경고가 표시됩니다. 그리고 비상 연락처로 메시지를 보내세요.
cad9807b,도움이 필요하지 않으면 메시지를 취소할 수 있습니다.
6b4f2327,설정을 검토하여 사건 탐지를 지원하는 활동을 확인하세요.
965e5f4f,사고 감지는 특정 활동 프로필에서만 지원됩니다.
f10a2708,저항을 증가시키세요
0fb2593b,증가 중
92f0a20d,India Zone 0
488d68f9,India Zone IA
d90d45d8,India Zone IB
8127a3c8,India Zone IIA
769d4729,India Zone IIB
4a0010c3,India Zone IIIA
8182c7f6,India Zone IIIB
2ded320f,India Zone IVA
a6133b52,India Zone IVB
df24742f,인도식
d67bec6d,Indon. Equat.
b94a42fb,Indonesian Irian
81bf8b3c,인도네시아/말레이시아
c63876e4,Indon. South.
29c368c7,Indosat 딜러
8e83a348,공업지대
5336f3f5,Infiniti 딜러
bd05e356,안내
19f33b8a,안내
2810f056,다친 개
3a8b9762,내측
2a0f4051,내해통행구역
b6ef9c5d,인터벌 평균%HRR
b7ef9df0,인터벌 %HRR
f505c446,인터벌 평균 여유심박%
1005eec7,인터벌 평균%HRR
c4f1a80f,인터벌 평균 최대심박%
b9f196be,INT AVG %M
02fed59c,인터벌 평균 최대심박%
f9fec771,인터벌 평균 최대심박%
fafc0124,인터벌 평균 심박
01fc0c29,인터벌 평균심박
1d167a27,인터벌 평균 심박
02164fa6,인터벌 평균 심박
6996bbc7,인터벌 최대 여유심박%
4e969146,I M %HRR
477aafc4,인터벌 최대 여유심박%
4e7abac9,인터벌 최대 여유심박%
88e733b1,인터벌 최대%MAX
91e741dc,I M %MAX.
86d5e76a,인터벌 최대심박%
89d5ec23,인터벌 최대%MAX
afd25e5e,인터벌 최대 심박
bad26faf,인터벌 최대심박
b1e3aaa5,인터벌 최대 심박
c2e3c568,인터벌 최대 심박
e7ebfd84,인터벌 스트로크율
eeec0889,인터벌STRK율
0a067687,인터벌 스트로크율
ef064c06,인터벌 스트로크율
9ab0493e,인터벌 스트로크 종류
a5b05a8f,스트로크 종류
9cc19585,인터벌 스트로크 종류
adc1b048,인터벌 스트로크 종류
cf8fe4e3,인터벌 스토로그/길이
cc8fe02a,I STRK/LN
ad73d8e0,인터벌 길이당 스트로크
cc7409ad,인터벌 스토로그/길이
a09a4283,목표 달성에\n필요한 시간
eb8945de,간헐하천
7bdd9ef1,간헐천
5fddcc14,국제 공항
85dd1851,국제 명칭:
a2f29016,국제해사경계
28982424,인터내셔널
3275f4f5,인터넷/만화 카페
20c1fc26,단속급
2955fcb7,단속초특급
dde3c9f3,단속특급
d77b8311,교차로
c4d2b269,교차로 이름
9c3f44e0,고속도로
1b48e3ac,조간대경계
43095c79,조간대
41efc29c,인터벌 거리
38efb471,인터벌 거리
03e2950f,인터벌 거리
f8e283be,인터벌 거리
960f054a,인터벌 길이
990f0a03,인터벌 길이
98205191,인터벌 길이
a1205fbc,인터벌 길이
fce2e5e8,인터벌 페이스
ebe2cb25,인터벌 페이스
bed5b85b,인터벌 페이스
abd59a72,인터벌 페이스
f54f3106,인터벌 SWOLF
104f5b87,인터벌 SWOLF
b739091d,인터벌 swolf
b8390ab0,인터벌 SWOLF
b85b626e,인터벌 시간
a35b415f,인터벌시간
ba6caeb5,인터벌 시간
ab6c9718,인터벌 시간
814d3c02,국경
c9e6867f,잘못된 위성 파일
c4da7cd1,투자/중개
55bbe58e,Irish (IG)
0a844ce8,Irish (ITM)
b451b001,아일랜드식
2ad551f0,이르쿠츠크
a8e3d267,이슬라마바드
a3b55169,섬
eae8f3d0,고립위험비이컨
4c0a7681,고림위험부표
73ad0ea0,고립위험등표
bf448473,고립위험
362e99c0,등위상등
d0b84d1b,지협
04da8a1f,Isuzu 딜러
edc8adc0,이탈리아식
452c6de5,1월
b7f72f39,1월
ca840496,1월
4dd8bd57,7월
1f0bb84f,7월
6d57c25c,7월
112ca9b6,재설정
c36dfac9,6월
17b3bcbd,6월
63a9ccf2,6월
65f55d92,자이나식
23193ab9,자카르타
73bb8c75,1월
630700cf,일식
c9801745,Jeep 딜러
bd135501,Jewish/Kosher
f31c4d65,7월
ae4645d3,6월
93e33cdc,km
2e5b1578,K-자유낙하
74311e5a,K-산개
c1997e20,K-고정
497aec18,카불
2c718787,칼리닌그라드
bca73d1a,노래방
9401ae34,카트만두
abf4b5d4,일량(kJ)
92f48e79,일량(kJ)
ce0f2ed7,일량(kJ)
d30f36b6,일량(kJ)
400638c9,Konkani
d55989fc,한식
73e6c1df,크라스노야르스크
a13ed7bc,Krassovsky
b7509dc3,임계값이 감지되면 테스트가 완료됩니다.
bbdc8455,강도 목표는 3~4분마다 증가합니다.
27d131a4,느린 속도로 10~15분 동안 워밍업합니다.
b30b1c44,한국어
9596a6dd,어드벤처 레이스
b1fdff70,백컨트리 스키
028f9330,백컨트리 스노보드
3a723b98,실내 자전거
46c640e0,자전거
b8b341af,보트
e57b8682,볼더링
0a3ce6a2,호흡운동
b12b25d3,카디오
941d1694,등산
3e089271,XC 스키
6b370038,XC 스케이트 스키
4829596,일립티컬
b915ecf2,탐험
ed869cab,조업
fa7a33d5,계단오르기
a6aa0e75,골프
b65a2fd7,HIIT
c5f73156,하이킹
95560b7f,말을 타고
9d5f2e3c,실내 클라이밍
12ad4fae,실내 보행
8a9fcfbf,점프 마스터
dc9412ce,카약
98d77460,MTB
7c6f76a2,내비게이션
a687d01a,장애물 경주
8ff8fc15,실외 수영
d04f7eef,기타
03523c69,패들
3af08b7e,피클볼
a0dd034d,필라테스
9794e8be,풀 수영
ae9dee10,레이스
23de8af7,실내노젓기
7f8a5205,조정
55042fa4,실내 러닝
2ddf4d44,러닝
03c04905,SUP
ad3a8962,세일 레이스
f092e0d4,세일
9af4b6e4,스키
c60bd8fc,스노우보드
7.14E+95,스노우슈
87c88e7a,스텝퍼
b8ceabf4,근력 훈련
bdc568b1,서핑
6eac7780,스윔런
b233d840,택티컬
c934b55e,테니스
0f362cdf,나를 추적
eddd2e0c,트랙 러닝
c77f081d,트레일 러닝
7cfc7523,트레드밀
a6690b8c,철인 3종
e877f3c5,울트라러닝
535027bc,가상 러닝
5f7c4876,걷기
da744671,요가
4db2d570,활동 없음
7f6a2d70,이메일
e9275f3f,메시지
dc4683ae,부재중 전화
db674617,공고
9d0a3179,음성 메일
1a50b5dd,15초
38834485,1분
34ebec18,30초
3d6783cb,4초
85b06327,8초
5f4ebded,해가 진 후
4ca24b78,항상
e3f00c20,BPM
50b1545a,사용자 지정
fe18672a,거리
f51eb231,매 비트
fe1ec05c,탭할 때마다
c09a1e98,4비트 마다
cf9a3635,네 번째 탭마다
4b8580a6,2비트 마다
6685ab27,탭할 때마다
9431c378,6비트 마다
a331db15,여섯 번째 탭마다
07a6e247,3비트 마다
eca6b7c6,세 번째 탭마다
066fd0a7,빠르게
10214d6d,상태
3994f31e,경고.주파수.
002c3e9d,경고 표시
1b7a31a0,소리
afe8fe1e,자동차 자물쇠
12d0cbc5,자동 일시중지
8343a130,자동 스크롤
aae77230,그래픽
85852017,기반
8a8527f6,기반
6e8e4b65,방법
7761ee5b,화면
30f12a5b,거리
fc821c9e,그래프 뷰
0c594b53,핸디캡 채점
27782b1d,텍스트 언어
b57cfdbb,체인 수
aa22af19,지도데이텀
ff7f6938,회전타원체
a328c810,모드
108c4e11,모드 전환
68cf1154,북쪽 참조
aaf787c9,알림
4239be12,페이스
03fe9fea,형식
c8cdad20,바쁘다
accd776c,주요 항목
19352e4c,꼼꼼한. 측정값
bbda1801,은둔
8b47f021,속도
4720c2a7,반복수 계산
f1e5ae94,보조항목
870cbb58,자기 평가
a9dd9eab,소리 및 진동
e3c72968,속도
bef58610,스테이션 1
9b7bd959,스테이션 2
e5ba0573,유형
ee21107f,USB 모드
ffc5c8e1,수직 속도
0b9b75a7,높음 경고
f80db109,지수/기울기
307a6b99,정확한 핸디캡
0142614d,낮음 경고
10c27aea,중간
232fbd71,월요일
361b775c,더보기
6fc51eb6,시간 초과 없음
ec8fe398,꺼짐
a782c721,설정안함
9b1dbf9f,%HSR
73707059,%LDHS
30ba7926,% 최대. 고등학교
f81b96f4,꺼짐
0e3ac0fd,1분
728cfab4,30초
42a79a3f,3 분
a64d9690,모두 표시
59476147,통화만 표시
bc2b7cc3,통화 및 문자 메시지 표시
7335e5c8,무음
5faad075,소리
42192056,소리와 진동
bba8ce4f,진동
3cf8b1e2,토요일
9d4b5d54,느리게
f1bd2638,소리와 진동
684879a8,소리
10e38908,진동
201366d5,일요일
f9f1a0d5,없음
c2444023,소리
ca96b914,소리와 진동
f6ab28bd,진동
87d81f64,시간
caa0344f,총 시간
9787db2b,중지 시
5e05070e,워크아웃만
c6522d49,라이브 점수 매기기가 켜져 있습니다. Garmin Golf 앱에서 최근 순위를 확인하세요.
a16f7731,토너먼트가 시작되었습니다. 행운을 빕니다.
09f6c289,훈련부하 포커스
5b51c042,편집
6c863657,저장됨
5fd56327,최저점
b9d24bfd,LPG
4814855d,존 선택
b5d6a8c9,수용하다
d78b4ef7,거절하다
62b71e9e,bpm
8f027e40,/km
2cf06752,/미
9b686673,젖산 역치 조정됨
326f5c01,bpm
4f5e864c,무산소 한계
6.30E+77,수동 입력
da638478,임계값이 감지되었습니다.
a6545f3d,밸런스
a75460d0,밸런스
6469bda6,밸런스
7f69e827,밸런스
f0b9e2b5,실험실
9d168ced,젖산염 역치 테스트
db33b2e1,라고스
01a5d4bb,호수
cd1a120f,Lamb Con 1 Par
20bc1112,Lamb Con 2 Par
6a6dc168,지형
ee4ef745,지형
a64cf452,"육지,비도심"
7fc0a9f2,Land_Rover
99c0ba36,"육지,도심"
e9801ad8,랜드마크
a24275b0,랩 거리
a142741d,랩 거리
c45e81b3,랩 거리
e15eaf5a,랩 거리
5771d7e1,랩 거리
4071b3ac,랩 거리
55608b9a,랩 거리
38605df3,랩 거리
7a515113,랩 활공길이
97517eba,랩 활공길이
d8360e90,랩 활공길이
d7360cfd,랩 활공길이
bf65feb8,랩 접지시간
f5b4b4e1,랩 접지시간
f3a3689a,랩 접지시간
d6a33af3,랩 접지시간
4ac7c668,랩 여유심박%
39c7aba5,랩 여유심박%
0cba98db,랩 여유심박%
f9ba7af2,랩 여유심박%
6d9fde12,랩 최대심박%
809ffbfb,랩최대심박%
8f88ba49,랩 최대심박%
8888af44,랩 최대심박%
ef801657,랩 심박
f4801e36,랩 심박
cd659d54,랩 심박
b46575f9,랩 심박
14015165,랩
25016c28,랩
11f0051e,랩
1cf0166f,랩
a0ad7c82,랩 파워
93ad680b,랩 파워
42972239,랩 파워
5b974994,랩 파워
17288aff,랩 보폭
2c28ac0e,랩 보폭
d534ef0c,랩 보폭
ec351341,랩 보폭
c0f6dcf2,랩 SWOLF
d3f6fadb,랩 SWOLF
e2e14c29,랩 SWOLF
dbe14124,랩 SWOLF
b1abd1df,랩 수직진폭
c6abf2ee,랩 수직 OSC.
efb8ff6c,랩 수직진폭
06b923a1,랩 수직진폭
4ec7b70f,랩 진폭율
43c7a5be,랩 진폭율
8cd4e49c,랩 진폭율
83d4d671,랩 진폭율
e590964f,대형공항
2d4f1b5f,대도시
e34c792d,이전백업 %1
dda652b4,최근 %1시간
63797f53,최근 인터벌 거리
8079acfa,최종인터벌 거리
c15e3cd0,최종 인터벌 거리
c05e3b3d,최종 인터벌 거리
752099a2,최종인터벌최대%HRR
6820852b,L I M %HRR
970b08d9,최종 인터벌 최대(현재-HRR)%
b00b3034,최종인터벌최대%HRR
00832acc,L INT. MAX. %MAX.
17834f01,L I M %MAX.
4276c6bf,최종 인터벌 최대%(최대-현재)
5776e7ce,L INT. MAX. %MAX.
31d14849,L INT. MAX. HR
2ad13d44,L INT MAX HR
0fe86c12,최종 인터벌 최대 심박수
22e889fb,L INT. MAX. HR
2e71f903,최근인터벌 페이스
2b71f44a,L INT. PACE
0c55ed00,최종 인터벌 페이스
2b561dcd,최종인터벌 페이스
d0a5cbdd,최종 인터벌 스트로크율
d1a5cd70,L INT. STRK.
0ebbf3c6,최종 인터벌 스트로크율
29bc1e47,최종 인터벌 스트로크율
02e4b25b,마지막 인터벌 스트로크 유형
efe49472,L INT. TYPE
40f1dfe8,최종 인터벌 스트로크 타입
2ff1c525,마지막 인터벌 스트로크 유형
b9565c14,최종인터벌 스트로크/길이
a05634b9,LI STRK/LN
db726817,길이당 최종 인터벌 스트로크
e0726ff6,마지막 인터벌 스트로크/길이
8d2e1219,최근 인터벌 시간
a62e3974,최종인터벌 시간
6b4535e2,최종 인터벌 시간
5e45216b,최종 인터벌 시간
2ad8f6a1,최종인터벌 길이
13d8d26c,최종인터벌 길이
28c7aa5a,최종 인터벌 길이
0bc77cb3,최종인터벌 길이
64f8f015,최종인터벌 SWOLF
55f8d878,LI SWOLF
62e7a3ce,최종 인터벌 Swolf
4de782bf,최종인터벌 Swolf
f4544f25,최근랩 거리
5.55E+12,마지막 랩 거리
f24302de,최근랩 거리
fd43142f,최근랩거리
afff7e12,최근랩 거리
c2ff9bfb,마지막 랩 거리
d1e85a49,최근랩 거리
cae84f44,최근랩거리
68512a7c,최종랩 활공길이
5f511c51,최종랩 활공길이
aa44c66f,최종랩 활공길이
9f44b51e,최종랩 활공길이
91572b7e,최근랩 접지시간
9c573ccf,L LAP GCT
936877c5,최종 랩 접지시간
a4689288,최종랩 접지시간
732e6ac9,최근랩 여유심박%
6c2e5fc4,LL %HRR
5.15E+96,최근랩 여유심박%
6445ac7b,최근랩 여유심박%
f55d5403,최종랩심박/최대%
f25d4f4a,LL HR %M
d3414800,최종랩%심박/최대
f24178cd,최종랩심박/최대%
36e87990,최근랩 심박
35e877fd,최종랩 심박
d903bc13,최근랩 심박
f603e9ba,최근랩 심박
92e0a1d2,직전랩 보폭
a5e0bfbb,직전랩 보폭
b4cb1109,최종 랩 보폭
adcb0604,최종 랩 보폭
53c8ce6b,최종랩 SWOLF
60c8e2e2,최종랩 SWOLF
91d468f8,최근 랩 Swolf
a0d48095,최종랩 SWOLF
2d75f544,최종 랩 수직진폭
34760049,최종랩진폭
4f920147,최종 랩 수직진폭
3491d6c6,최종 랩 수직진폭
e84ccf44,직전랩 수직비
ef4cda49,직전랩 수직비
0a68db47,최종랩 진폭율
ef68b0c6,최종랩 진폭율
9d3d5f06,최종 구간 거리
b83d8987,최종 구간 거리
5f27371d,최종 구간 거리
602738b0,최종 구간 거리
bfda38cc,최근 구간 시간
d6da5d01,최종 구간 시간
01cdd4bf,최종 구간 시간
16cdf5ce,최종 구간 시간
0f3b22d4,최근 풀길이 페이스
f63afb79,L LEN PC
31559bd7,최종풀 풀길이 페이스
3655a3b6,최근 풀길이 페이스
a8736a58,최종풀 길이 스트로크율
b77381f5,L LEN STRK
ea67064b,최종풀 길이 스트로크율
f7671ac2,최종풀 길이 스트로크율
06eb6942,최종풀 길이 스트로크 종류
f9eb54cb,L LEN TYPE
a8d50ef9,최근길이 스트로크 종류
c1d53654,최종풀 길이 스트로크 종류
ffe25f46,최종길이 스트로크 횟수
1ae289c7,LL STROKES
c1cc375d,최근길이 스트로크 횟수
c2cc38f0,최종길이 스트로크 횟수
39730b72,최근길이 SWOLF
4c73295b,최종랩 SWOLF
5b5d7aa9,최근길이 swolf
545d6fa4,최종길이 Swolf
b1996a80,최근 동작 거리
d0999b4d,마지막 이동 거리
d3b57683,마지막 운동 거리
d0b571ca,최근 동작 거리
e7514b97,최근 동작 %HRR
ec515376,최근 동작 %HRR
c5353f94,최근 동작 시 %HRR
ac351839,최근 동작 시 %HRR
8609eb61,최근 동작 HR %MAX.
6f09c72c,LM HR %MAX.
83f89f1a,최근 동작 최대 심박수 %
66f87173,최근 동작 HR %Max.
c219f44e,최근 동작 심박수
ad19d33f,최근 동작 HR
c42b4095,최근 동작 심박수
b52b28f8,최근 동작 시 심박수
ecd398aa,최근 러닝
c8d16631,라틴 아메리칸
1c233929,위도 중심점
c4bcab43,위도 평행선 1
40803b11,위도 평행선 2
4bd5cec8,위도점 1
0a778ce2,위도점 2
4b793ed1,위도 원점
f3f3825c,Latvian TM
3d5f5f6a,세탁소
8e9aa27a,용암
e97623eb,유도각
6b3e5c99,유도선
61c277d2,Lefdal
84f55929,%1좌
8d344db0,길이
8c344c1d,길이
af5059b3,길이
cc50875a,길이
e82741de,방위 문자/도
3d5d59d9,방위 문자/Mils
967f100d,제방
b8ed1f3d,레벨
b9ed20d0,레벨
77027da6,레벨
9202a827,레벨
144c19fb,도서관
f370d55b,도서관
f8d373ed,등표 색상:
4fa5463c,등표
bfe1ab29,등표구역:
e344a41e,등표종류:
35017d12,동단등표
79bfb7a8,북단등표
aa5cb34e,남단등표
0ac84bfc,서단등표
3420c32c,"항법등,청"
22b9eeab,"항법등,녹"
49cc3708,"항법등,멀티칼라"
c7d194ee,"항법등,주황"
8f5de53f,"항법등,적"
69d0ab07,항법등
be7a13eb,"항법등,자색"
7054f501,"항법등,백"
9db46268,"항법등,황"
1bc091d5,배타적경제수역
6ef07eea,자연보호구역경계
ddb1bbb2,통행선경계
00fff916,선
55259102,LPG
9399d1a4,공연장
e752f55b,백나인 로딩 중
0c09d7ac,코스 로드 중
7475c7d5,맵 로딩
dd2080d4,로드 중
ec21ba2c,지역 명칭:
4cdf6a6f,지역투어
071a3d80,지역시설
47c96756,지역
8107dd42,위치
7407c8cb,위치
22f182f9,위치
3bf1aa54,위치
23bda929,위치
e411646e,방위 설정
69808728,숙박
4cb09f76,고속/시외버스
637a94e9,장섬광
1ae36a06,최장\n라이딩!
7e53c907,최장\n러닝!
82b778d8,가장 먼\n거리 수영!
4b98f01e,경도 중심점
849da717,경도점 1
a6ad1b35,경도점 2
fbf1d01a,경도 원점
37b3697e,체인 수
eafc1f2f,Loran TD
e119e3fd,강아지 잃어버림
1ee9cff8,%1와(과) 연결 끊김.
01d0a38e,낮음
7a35ba2e,낮음 - %1
6040cf52,낮음
acc76f87,저강도 유산소 초과
a5eabdc1,낮은 유산소 부족
6e85d1e5,저강도 유산소
8e11e317,낮음
860b057e,낮음
b72069ab,현재 위치
0234ec24,레가타 타임
20e011cf,출발선에 핑을 보내세요
3c746677,고정값
9b7ed455,GPS
e95a30b3,레가타 타임
99d13617,자동
5763aeda,고정값
d65a14a4,설정 및 보정
0e64cdad,택 앵글
d3c554c5,진풍 방향
2fc2f1b0,해도
32792006,출발
56aae88e,지도
538fc882,위치 저장
0e21fb05,어둡게
ede37450,높은 대비
63efb62b,해양
cfc4b646,인기도
da99003d,공유지
e94aa72b,모두 원상 복구
310acdc4,테마 복구
65738eea,리조트 스키
569965d6,포인트 추가
1f5f7e7c,일
c0aca44f,거리
c128919d,매일 거리
720466da,오늘 거리
3891be2d,최종 포인트 %1 시간 전
49fe1c21,최종 포인트 %1 분 전
50573f90,위성의 위치 찾는 중
4ba797c8,옵션
203751c0,기록된 포인트 없음
7045f29c,중지됨
a190cd45,포인트
86f7dfad,포인트가 기록되지 않음
dfe9a177,포인트가 기록됨
2defe4bc,포인트
023a46fa,START를 누름
f48bcbad,타이머
bb4c7ccf,총계
c39eda03,트랙 포인트
8c7d5d29,포인트 보기
84a8a408,3월
bd2a7da8,3월
bb8bc707,3월
8216975c,최대 심박수 값은 활동 중 관찰된 심박수를 기반으로 자동으로 조정될 수 있습니다. 자동 감지를 끄려면 설정 > 사용자 프로필 > 심박수 및 파워 영역으로 이동하세요.
40799911,오용
2d60c195,기준
db3c8b64,최대 심박수 조정됨
e6a4571b,달리다
b88ec2b4,최고
e449857d,5월
06de3b91,5월
a685b07e,5월
b74f0317,월간
58a18a19,월간 총계
110ffdab,주간
496d7ecd,주간총계
a4b9d72b,1000 yd.
631bc505,100 m
675eb9df,100 yd.
52c38587,10k
b10bebc0,1500 m
3fc0f9d4,1650 yd.
ddc22c3d,1 mi
8ce9244b,1 km
f0a6c378,1000 m
612d7064,400 m
e31ff9c0,40k
8421bedb,500 yd
4.54E+40,5k
0a947730,750 m
64ff48cc,바벨 백 스쿼트
18e209dc,바벨 백 스쿼트
99172424,벤치 프레스
a5ce8a84,바벨 벤치 프레스
2a34f64d,바벨 데드리프트
fac57837,바벨 데드리프트
0049c5be,바벨 들기(Barbell Row)
fc59cd22,바벨 들기
9a011eb3,최고 파워
b8014ded,최고 파워
2a30475e,전체 기록 삭제
c33a297f,기록 삭제
67dfcad2,1000 yd. 최고기록
884b5f54,100 m 최고기록
1f7eb2b8,100 yd. 최고기록
f3aec2d0,10k 최고기록
f1fbe507,1500 m 최고기록
1fc89c05,1650 yd 최고기록
3136f862,1000 m 최고기록
5788ffe6,1k 최고기록
033dbd61,400 m 최고기록
6d64bbaf,40k 최고기록
3fb31a00,500 yd 최고기록
9c30210a,5k 최고기록
e9908ad5,750 m 최고기록
d055fb43,하프 최고기록
e27ec9cc,마라톤 최고기록
f4f9325f,마일 최고기록
dcca503a,하프
4a6cbd26,최장 라이딩
646ce614,최장 라이딩
0a4900c1,최장 러닝
f448de1f,최장 러닝
22adb238,최장  수영
30adc842,최장  수영
77028b79,마라톤
5a690e93,최고상승
78693dcd,최고상승
12fd2928,오버헤드 프레스
e1f88750,오버헤드 프레스
efc574ba,이전
d1c54580,이전
69b624f9,개인 기록
de9e12f1,기록 보기
409bbe3b,확인
d10f40fe,목적지 도착
26bbcab5,%1에 도착
f027ad0a,자전거 조명 배터리 부족.
91826c8b,자전거 조명 %1 배터리 부족.
95a4d942,케이던스 센서 배터리 부족.
58479a8f,SOS 취소 중
29a4cd5f,멀티스포츠 완료후 프로필 선택 변경.
e9e033cb,코스의 편집 가능한 사본을 생성할 수 없습니다.
e575c3a2,최대 코스 저장 개수 초과하였습니다. 일부 코스 데이터를 가져올 수 없습니다.
053f7c18,최대 코스 저장 용량을 초과했습니다. 일부 코스는 가져오지 못했습니다.
c4cf9e84,%1 코스 포인트 최대. 마지막 %2 포인트는 표시되지 않음.
907430ec,이 새 화면의 위치를 변경하려면 UP 또는 DOWN을 누르세요.
c13fd6ec,목적지까지\n%1 남음
3df69d86,목적지까지\n%1 소요
5505538b,확장 디스플레이 배터리 부족.
ec8632cb,Edge 디스플레이 배터리 부족합니다.
b5ec1971,풋 팟 배터리 부족.
4fb21840,GroupTrack 사용자가 발견되지 않았습니다.
9cd5f5b0,런닝 다이나믹스 액세서리를 사용하면 화면이 나타납니다.
8b207e47,HRM-Tri 또는 HRM-Swim 액세서리를 사용하면 화면이 나타납니다.
b239cac6,심박기 배터리 부족
73edaf32,%1이(가) 음원 제공자에 추가됨.
e9fecda8,전조등 배터리가 부족합니다.
