,key,KR,NL
1760,01a63c58,드라이버 비거리,
1761,8988c4c7,18-홀,
1762,e4aa1b6a,라운드 재개 실패,
1763,a516c94d,페어웨이,
1764,a416c7ba,페어웨이,
1765,13b1678f,라운드 없음,
1766,69cf6585,해저드,
1767,6c7a14db,홀,
1768,17e68c60,페어웨이 내,
1769,e60b41bd,점수를 기록할까요?,
1770,e1c4b710,레이업,
1771,c5769265,,Opties
1772,1a1862b5,최근 샷,
1773,0c184cab,,Laatste shot
1774,abb5c2ed,,Vorige
1775,49f120e1,스윙하여 측정을 시작하세요.,
1776,d2b62638,왼쪽으로 빗겨감,
1777,253cf1b5,오른쪽으로 빗겨감,
1778,3eb09374,9-홀,
1779,c7720004,기록된 샷 없음,
1780,f48f18ac,파 %1,
1781,354173fe,페널티,
1782,70828142,지난 샷 기록,
1783,09ecb3c7,퍼트,
1784,bf7b368a,삭제,
1785,0d9b99be,거리,
1786,85ffa9ef,스코어 편집,
1787,8bdf1be6,라운드 종료,
1788,055b01c7,페어웨이,
1789,3d9c2da1,GIR(그린 적중률),
1790,5657e052,인,
1791,6d3e9864,넷 스코어,
1792,d2a5945b,아웃,
1793,6c03418d,라운드 일시 중지,
1794,a8a12c83,퍼트,
1795,5be12789,다시 시작,
1796,6777ceb7,저장,
1797,c535d473,스코어: %1,
1798,531cec68,걸음,
1799,d33cf28e,스트로크,
1800,c8dc28df,요약,
1801,e698e868,시간,
1802,f0b474c9,파 %1,
1803,f6e1835a,총,
1804,89753b19,GIR,
1805,3f8d3e7f,스코어카드 저장?,
1806,36d4a521,채점,
1807,35d4a38e,채점,
1808,805e85fc,백나인 선택,
1809,920697e5,코스 선택,
1810,02ecda75,타입 선택,
1811,63c55a63,두번째 티 선택,
1812,74d7c3a4,티 선택,
1813,55e6094c,드라이버 비거리 설정,
1814,ac6b17bd,,Slag
1815,4fac3f11,건너뛰기,
1816,8693ccd1,통계 관리,
1817,1976c432,스트로크 횟수,
1818,a23e58b8,나중에,
1819,dfd4eebd,진행 중인 토너먼트에 참가합니까?,
1820,48b2e999,예,
1821,2a73c0fd,나무,
1822,fda5a837,미터,
1823,3cad4312,야드,
1824,ae5c6f31,알 수 없음,
1825,ff9dfc2d,거리,
1826,8194e0e2,페어웨이: %1,
1827,017344ff,핸디캡,
1828,de32f639,인,
1829,e146b167,네트,
1830,ec58977a,골프 스코어카드를 저장하여 마지막 라운드를 확인합니다.,
1831,bad94af2,아웃,
1832,d1063962,,PPH
1833,e37219da,퍼트,
1834,d9d03b95,걸음,
1835,508dd447,시간,
1836,cc4151e7,GPS 신호는 야외의 나무와 고층 건물과 먼 곳에서 더 강합니다.,
1837,d1b3c133,GPS 수신 중,
1838,ad1358e0,물,
1839,b7d36257,스윙에 사용한 클럽,
1840,e1426795,HARP으로 출발,
1841,4e30dda7,GPS 정확도,
1842,3330b326,GPS 정확도,
1843,2c1664a4,GPS 정확도,
1844,33166fa9,GPS 정확도,
1845,22ec9ed7,고도 %1,
1846,b93f0a7f,GPS 해발고도,
1847,ce3f2b8e,GPS 고도,
1848,774b6e8c,GPS 해발고도,
1849,8e4b92c1,GPS 해발고도,
1850,a222a65c,GPS 방위,
1851,99229831,GPS 방위,
1852,64170bcf,GPS 방위,
1853,5916fa7e,GPS 방위,
1854,16ee3e33,GPS,
1855,33ee6bda,GPS,
1856,f4d23230,GPS,
1857,f3d2309d,GPS,
1858,2a017fe2,GRS 1967,
1859,8c2cf47d,GRS 1980,
1860,ed8c3c81,확인,
1861,601f41c3,오락실,
1862,c0cf5a7a,Game spotted,
1863,07659c5c,협곡,
1864,8e9ab8c7,원예점,
1865,877eed97,커스텀맵에서 경위도 좌표 사용불가,
1866,0498bf7c,Garmin 커스텀 맵 jpegs 사용 불가,
1867,3bbc668e,주요 명소,
1868,7f8b104a,기타 명소,
1869,cd5fccea,색다른 명소,
1870,f7fca429,가스,
1871,250f1704,휘발유,
1872,793f47a4,기어 배터리,
1873,803f52a9,기어 배터리,
1874,9b59c0a7,기어 배터리,
1875,80599626,기어 배터리,
1876,a7119061,기어 콤보,
1877,90116c2c,기어 콤보,
1878,a500441a,기어 콤보,
1879,88001673,기어 콤보,
1880,3ae18daa,기어비,
1881,3de19263,기어비,
1882,3cf2d9f1,기어비,
1883,45f2e81c,기어비,
1884,09e4efcf,기어,
1885,fee4de7e,기어,
1886,47f08a5c,기어,
1887,3ef07c31,기어,
1888,bb6ff63d,기념품점,
1889,91a27a58,잡화점,
1890,3e711f35,German Grid,
1891,e261fc46,독일,
1892,0c3bbc0a,,Zet Pulse Ox in de handmatige modus voor maximaal %1 dagen.
1893,fc0d5ccf,간헐온천,
1894,236e7d66,선물/골동품/예술품,
1895,9a10f119,빙하,
1896,4ef4cedd,활공길이,
1897,4ff4d070,활공길이,
1898,8d0af6c6,활공길이,
1899,a80b2147,활공길이,
1900,2eb4b3b4,활공비,
1901,15b48c59,활공비,
1902,d0cff637,활공비,
1903,d5cffe16,활공비,
1904,03b79be3,목적지까지의 활공비,
1905,00b7972a,목적지 활공비,
1906,e19b8fe0,목적지까지의 활공비,
1907,009bc0ad,목적지까지의 활공비,
1908,39c1e9c6,먼저 가 계세요,
1909,447f2a1a,출발,
1910,7914a008,목표!,
1911,e6372865,Goan식,
1912,b91e0478,골프장,
1913,9dc4a65d,%1에 오신 것을 환영합니다.,
1914,f8e28a3c,레이업샷을 하기에 그린에 너무 가까움.,
1915,5f813982,파 %1,
1916,63ac6168,파,
1917,c7b57f9e,골프연습장,
1918,133d7e10,,Herstel %1
1919,21e3b8aa,버디,
1920,94190de3,보기,
1921,056c34ce,더블,
1922,6b1a56e9,이글,
1923,6e796c64,파,
1924,fea5ead5,트리플,
1925,44bd1365,,Holes
1926,3bcf418d,,Laatste ronde
1927,be187dec,,Score
1928,4977b873,,Slagen
1929,2cba9b00,골프,
1930,7c30b413,좋음,
1931,59e5a280,정부기관,
1932,f11b2472,경사도,
1933,041b425b,경사도,
1934,130593a9,경사도,
1935,0c0588a4,경사도,
1936,7303fe03,초원,
1937,1bafe8c1,자갈길 라이딩,
1938,75187edf,회색,
1939,388c6e24,그리스식,
1940,a2a67e8f,녹색 주간표식,
1941,b5f80d0f,녹-적-녹,
1942,ec1012c3,녹-적,
1943,eb5704c3,녹색,
1944,9509fdc9,녹-백-녹,
1945,a5ef156d,녹-백,
1946,519f6f0c,녹-황,
1947,57e19548,도북,
1948,7fc7edc4,그릴,
1949,d24056e9,그릴,
1950,319fd44d,랩 Grit,
1951,129fa380,랩 Grit,
1952,6fb5fc36,랩 Grit,
1953,6ab5f457,랩 Grit,
1954,24ebdcaf,GRIT,
1955,19ebcb5e,GRIT,
1956,e2f840bc,Grit,
1957,d9f83291,Grit,
1958,ac268f77,식료품점,
1959,65931ecf,식료품점,
1960,0f6b3012,식료품점,
1961,7eecde1c,접지 시간,
1962,b63cc37a,접지 시간,
1963,5f4e1665,접지시간 게이지,
1964,5d3cca1e,접지시간 게이지,
1965,683cdb6f,접지시간 게이지,
1966,cdf5753f,접지 시간,
1967,8c01d94c,접지 시간,
1968,a301fd81,접지 시간,
1969,dc1a8fbe,육상운송,
1970,c0dae4a6,군섬광,
1971,5aa9724d,군장섬광,
1972,31675826,군명암등,
1973,2792002b,군급,
1974,616f39ba,"군급,장섬광",
1975,93e93c94,군특급,
1976,72dd21cb,"군특급,장섬광",
1977,8b2d7be4,수제(방사제),
1978,b1b2d041,안내 서비스,
1979,245db16b,Gujarati,
1980,100389a4,지협,
1981,e5a1f434,대학,
1982,2e7274fb,항상,
1983,6779226a,Dankyu (ex. 5 kyuu),
1984,16ddcc25,Font (ex. 5+),
1985,9dfa50c7,V-Scale (ex. V3),
1986,48e69188,Brazilian (ex. 5b),
1987,53d80da3,British Adj. (ex. MS),
1988,7a0608a9,British Tech. (ex. 4a),
1989,e00f2e08,Ewbank (ex. 9),
1990,fa7ad0aa,French (ex. 4b),
1991,de4ba5cb,Saxon (ex. IV),
1992,061a0f59,등급 체계 선택,
1993,91411ef2,UIAA (ex. IV),
1994,9b1149bc,YDS (ex. 5.8),
1995,f4a5eeea,시도함,
1996,21e92c63,완성,
1997,803db028,삭제,
1998,bb54b314,루트,
1999,e1d139a1,,Wilt u deze route gesimuleerd rijden?
2000,fc7e061b,이번 한 번만,
2001,675a745d,위치로 이동,
2002,3d0bd0a5,아니오,
2003,5489da4a,,Niet meer tonen
2004,0ab4c206,,Verwijder uw RD-sensor.
2005,3703ddfe,,OK
2006,c28add52,12시간제,
2007,4c4e4a45,24시간제,
2008,c1f2612b,군용 시간,
2009,b1269c31,예,
2010,f30f0075,4월,
2011,db4603aa,8월,
2012,d364e600,12월,
2013,7c467342,중지됨,
2014,fad90e11,2월,
2015,3256715f,1월,
2016,ac4c018d,7월,
2017,23c7ece7,6월,
2018,c101e366,3월,
2019,7fd95300,5월,
2020,a60a7c09,무산소,
2021,250376ea,기초체력 양성,
2022,f4c24d5c,회복,
2023,3a51e431,휴식,
2024,9f493bfb,스프린트,
2025,7068fa8a,템포,
2026,45a3750a,한계치,
2027,fec5ca2f,VO2 Max,
2028,983f1f7d,11월,
2029,72b604ad,10월,
2030,6fd63b7b,출발점으로,
2031,46d3fdb0,보정 및 저장,
2032,67b56163,삭제,
2033,0e0ea4d4,랩,
2034,3f8d25bf,심박 회복,
2035,176c592f,다음에 재개,
2036,d88ead76,다시 시작,
2037,03572c70,저장,
2038,824c6d15,완료,
2039,e14320f5,검토,
2040,09227d26,완료,
2041,b3a1f53c,활동 저장,
2042,61fe0d47,스톱워치,
2043,66aa07c6,9월,
2044,e607070e,월 설정,
2045,95bc603a,워크아웃 실행,
2046,d7a8d3c0,건너뛰기,
2047,f55886b2,오늘: %1,
2048,ffb6f65d,오늘: %1개 운동,
2049,8c2ad4da,보기,
2050,ee5412d1,사이클링 보기,
2051,72a3c39b,러닝 권장 보기,
2052,37b008b0,,Body Battery
2053,0dc7ccd0,,Stress
2054,62bb8609,,Hartslag
2055,de36ec41,,Meten
2056,89112feb,,Pulseoxy​meter
2057,6da7721c,,Ademhaling
2058,341ca1f2,,Body Battery
2059,c3fc5066,,Stress
2060,44324cdb,,Hartslag
2061,4fe178fe,,Gehele dag
2062,5042cc7d,,Pulseoxy​meter
2063,6f80976a,,Ademhaling
2064,65905079,,Gezondh.stat.
2065,8eea8c51,열 순응,
2066,01b6d8a5,최고점,
2067,4ea45f73,시작,
2068,e148538f,휴식,
2069,3ebfcd63,%1 라운드,
2070,0880c6d5,워밍업,
2071,4789c7b1,AMRAP,
2072,8216fc6c,가능한 한 많은 반복,
2073,4d734298,EMOM 운동,
2074,ca46296b,매분마다,
2075,25fb4dba,고강도 인터벌 트레이닝 타입을 선택하세요.,
2076,ab234957,Tabata 훈련,
2077,69252f62,20초간 전력을 다한 후 10초 휴식을 번갈아 수행하세요,
2078,17345d4e,,GESCHIEDENIS
2079,97aade36,최근 30일,
2080,5b6bb8eb,최근 30일 안에 활동 없음,
2081,cc25c0e1,최근 7일 안에 활동 없음,
2082,8316c612,이번 달 활동 없음,
2083,cdabb390,이번 주 활동 없음,
2084,f3e6d377,이번 달,
2085,c619edfa,h,
2086,89903e79,분,
2087,5e5bfaca,,Met %1
2088,3c1b4f27,아카펠라,
2089,045702df,어쿠스틱,
2090,6991445f,얼터너티브,
2091,8795dbb1,크리스천,
2092,65c626a7,클래식,
2093,30e65868,클래식 락,
2094,8286268c,컨트리,
2095,dc8f5d9d,댄스,
2096,e53ca539,다운템포,
2097,1564bd8c,드럼 및 베이스,
2098,437112f2,일렉트로닉,
2099,ae0105b6,포크,
2100,e4de474e,하우스,
2101,0a8005e0,인더스트리얼 및 고딕,
2102,e649704c,인스트루멘털,
2103,1c15b541,재즈,
2104,adc24dbd,메탈,
2105,55022f58,기타,
2106,c65abcd5,팝,
2107,83e262b8,펑크,
2108,f96b9429,랩,
2109,ad3941b9,레게,
2110,369255a1,록,
2111,74011521,R&B,
2112,65a8a19a,사운드트랙,
2113,726d356d,스포큰 워드,
2114,7b381d97,테크노,
2115,ac687a05,트랜스,
2116,e9fd41db,보컬,
2117,3d2daff2,월드 뮤직,
2118,3bbca404,,Hoogteprofiel
2119,2be53907,,Kaart
2120,9891c81b,,Verwijder
2121,60009ace,,Toon splits
2122,58d3cf08,%1 사용,
2123,282e203b,"%1, %2 사용",
2124,4c77f3ea,"%1, %2, %3 사용",
2125,708c9b4d,"%1, %2, %3, %4 사용",
2126,5569ae2c,"%1, %2, %3, %4, %5 사용",
2127,eb8b2d77,삭제,
2128,cbd31eb1,운동 모드,
2129,00d36c56,이름 편집,
2130,b609d6a8,페어링된 장치를 해제,
2131,cc6d076e,레이저 위치,
2132,1e1e57a7,비공개,
2133,698741f5,공개,
2134,72b36e42,전송,
2135,8ab58bab,공유 모드,
2136,61d27908,지도 보기,
2137,d0d4795b,페어링된 장치를 해제합니까?,
2138,49980e61,,Nieuwe XERO locatie. Navigeren?
2139,23919a97,거리,
2140,888e1858,페이스,
2141,cadc6283,7일 평균,
2142,b3258d47,7일 평균 HRV,
2143,5173f6a8,균형,
2144,45747eb6,기준선이 방해받았습니다. 수면 중 착용하세요.,
2145,7d0da547,기준,
2146,0907c2a4,연령대 수준 미만,
2147,7e3da749,기준선 판단 중입니다. %1주 더 착용하세요.,
2148,51c57f4c,기준선 판단 중입니다. 1주 더 착용하세요.,
2149,f8dd354b,약 3주간 자는 동안 시계를 착용하면 HRV 상태에 대한 인사이트가 도출됩니다.,
2150,3f3b30a1,HRV가 정상 범위에 상당히 미달합니다. 양질의 수면과 기타 건강한 습관에 초점을 맞추면 개선에 도움이 됩니다.,
2151,3e3b2f0e,비교적 힘든 트레이닝의 결과로 HRV 상태가 저하되었습니다. 트레이닝과 회복의 조화를 이루어 균형을 개선하세요.,
2152,3d3b2d7b,힘든 트레이닝으로 인해 피로가 축적되었기 때문에 HRV 상태가 낮아졌을 수 있습니다.,
2153,3c3b2be8,평상시보다 낮은 HRV는 과도한 피로감을 나타낼 수 있습니다. 트레이닝 세션 간 회복에 집중해보세요.,
2154,433b36ed,평상시보다 낮은 HRV는 최근 트레이닝에서 충분히 회복되지 않았다는 징후일 수 있습니다.,
2155,423b355a,지난밤의 HRV는 평상시 범위 내였습니다. 휴식 및 회복에 집중하여 이러한 긍정적인 추이를 유지하세요.,
2156,413b33c7,HRV 상태가 균형 잡힌 상태에 가까워지고 있습니다. 휴식과 회복에 집중하여 지속적으로 개선하세요.,
2157,403b3234,이처럼 평상시보다 낮은 HRV는 과로를 나타낼 수 있습니다. 휴식과 회복에 집중하여 HRV 회복을 촉진하세요.,
2158,373b2409,최근에 HRV가 높아졌기 때문에 HRV 상태가 불균형하게 변했습니다. 이는 비교적 힘든 트레이닝에 따른 피로를 나타낼 수 있습니다.,
2159,363b2276,평상시보다 높은 HRV는 최근에 늘어난 저강도 트레이닝 때문일 수 있습니다. 트레이닝에서 균형도를 높이도록 노력하세요.,
2160,f9dd36de,7일간의 HRV 평균을 갱신하려면 거의 매일 밤에 자는 동안 시계를 착용하세요.,
2161,453d78aa,"HRV가 평상시보다 높으며, 이는 비교적 힘든 트레이닝에 따른 피로로 인한 것일 수 있습니다. 회복을 늘리면 HRV가 균형을 이루는 데 도움이 됩니다.",
2162,463d7a3d,HRV가 평상시보다 훨씬 높습니다. 평상시 트레이닝과 더불어 피로 회복에 집중해보세요.,
2163,433d7584,밤사이 HRV가 나아져서 균형 잡힌 HRV 상태에 가까워지고 있습니다.,
2164,443d7717,평상시보다 높은 HRV는 피로 회복이 필요함을 나타낼 수 있습니다. 피로감이 들면 휴식을 취하세요.,
2165,413d725e,최근에 HRV가 낮아졌기 때문에 HRV 상태가 불균형하게 변했습니다. 높은 트레이닝 부하가 이러한 저하를 야기했을 수 있으므로 회복에 중점을 두어야 합니다.,
2166,423d73f1,비교적 힘든 트레이닝 후에는 적절한 회복 조치를 꼭 취하여 HRV 균형을 개선하세요.,
2167,3f3d6f38,HRV 상태가 균형 잡힌 상태에 가까워지고 있습니다. 비교적 힘든 트레이닝 후 회복에 집중하면 기준선에 이르는 데 도움이 될 수 있습니다.,
2168,403d70cb,불균형한 HRV 상태는 피로의 징후일 수 있습니다. 트레이닝 요법에 몇 가지 회복 조치를 꼭 추가하세요.,
2169,3d3d6c12,,Uw HSV 's nachts was beter en u komt dichter bij een evenwichtige HSV-status.
2170,3e3d6da5,평상시보다 낮은 HRV는 피로 회복이 필요함을 나타낼 수 있습니다. 피로감이 들면 휴식을 취하세요.,
2171,fadd3871,"HRV가 정상 범위에 상당히 미달하지만 개선되어 왔습니다. 규칙적인 신체 활동, 좋은 식습관, 기타 건강한 습관에 주력하여 이러한 추이를 지속하세요.",
2172,2b3f8e53,HRV가 다시 균형을 이루고 있습니다. 전반적인 트레이닝 요법은 HRV 상태에 긍정적인 영향을 미칩니다.,
2173,2a3f8cc0,HRV 상태가 양호해 보입니다! 신체가 현재 트레이닝 부하를 꽤 잘 처리하고 있습니다.,
2174,2d3f9179,"지난밤 HRV는 평상시보다 낮았습니다. HRV는 날마다 달라지는 것이 정상이지만, 피곤함을 느끼면 오늘은 쉬엄쉬엄하고 싶을 수 있습니다.",
2175,2c3f8fe6,HRV가 다시 균형을 이루고 있습니다. 현재의 트레이닝 및 회복 균형을 지속하여 이러한 HRV 상태를 유지하세요.,
2176,2f3f949f,HRV가 양호해 보입니다! 균형 잡힌 HRV 상태는 트레이닝 부하와 회복이 조화를 이루고 있음을 나타냅니다.,
2177,2e3f930c,"균형 잡힌 HRV는 신체, 즉 신경계가 회복할 충분한 시간을 가졌다는 신호입니다.",
2178,313f97c5,이처럼 균형 잡힌 HRV 상태를 유지하면 성과는 물론 전반적인 건강 유지에 도움이 됩니다.,
2179,303f9632,매우 좋습니다! HRV 상태가 트레이닝 및 회복과 균형을 유지하도록 하면 전반적인 건강이 개선될 수 있습니다.,
2180,fbdd3a04,HRV가 개선되고 있지만 여전히 정상치에 한참 미달합니다. 신체 활동과 회복 간의 균형을 잘 유지하는 데 집중하면 개선하는 데 도움이 될 수 있습니다.,
2181,fcdd3b97,HRV가 정상치에 상당히 미달하지만 개선의 징후가 보입니다. 질 높은 수면과 기타 건강한 습관이 균형 유지에 도움이 될 수 있습니다.,
2182,fddd3d2a,HRV는 여전히 꽤 낮지만 올바른 방향을 향했습니다. 휴식 시간을 늘려서 상태를 지속적으로 개선하세요.,
2183,fedd3ebd,"HRV가 정상 범위에 상당히 미달하며, 과로의 징후일 수 있습니다. 신체 활동과 휴식 및 회복 간 균형을 유지하세요.",
2184,efdd2720,"HRV가 정상치에 상당히 미달하며, 높은 스트레스를 나타낼 수 있습니다. 휴식을 통해 활동-회복 간 균형을 잘 유지하면서 균형을 추구하세요.",
2185,f0dd28b3,"규칙적인 신체 활동, 좋은 식습관, 기타 건강한 습관에 주력하면 지속적으로 낮은 HRV가 개선될 수 있습니다.",
2186,84952700,야간 평균 HRV가 수면 중 계산되었습니다. \n\n 야간에 워치를 지속적으로 착용하여 개인 기준선을 판단하고 향후 변화를 모니터링하십시오.,
2187,a5d2414d,7일 평균,
2188,368a99a5,균형,
2189,5d50a4a8,어젯밤,
2190,89d62699,낮음,
2191,ff997573,데이터 없음,
2192,b23771b5,낮음,
2193,b62dc68c,수면 중,
2194,ea69e4e6,불균형,
2195,b8026c26,심박 수 변동성,
2196,11705142,지난밤 HRV,
2197,b2e8570a,지난밤 평균,
2198,f6a1eeae,낮음,
2199,0538f918,야간 HRV 데이터가 더 필요함,
2200,180973a6,수면 중 워치를 착용하여 심장 박동 시간 간격에서 변화를 측정하세요.,
2201,c8e76f86,지난 7일간의 기록에 충분한 HRV 값이 없어서 HRV 상태를 계산할 수 없습니다. 지난 7일간의 평균을 계산하려면 지난 7일간 측정된 4박 이상의 HRV 데이터가 필요합니다.,
2202,f6dad880,데이터 없음,
2203,833846e4,낮음,
2204,1c3dafb1,HRV 상태,
2205,8a06817f,불균형,
2206,e910b4c7,수면 중 착용하여 HRV를 측정합니다.,
2207,f80b9265,%1~%2분,
2208,8d87ce22,스트레스 점수,
2209,80402cf6,고강도 스트레스,
2210,b3429932,저강도,
2211,40713541,표준강도,
2212,c7789da3,초고강도,
2213,69ba208a,HRV,
2214,b9f7e0b4,꺼짐,
2215,34ed0a5d,시작,
2216,13551cc7,정지,
2217,0771a034,여유심박%,
2218,ee7178d9,여유심박%,
2219,a98ce2b7,여유심박%,
2220,ae8cea96,여유심박%,
2221,57e4c4c6,최대심박%,
2222,72e4ef47,최대심박%,
2223,19ce9cdd,최대심박%,
2224,1ace9e70,최대심박%,
2225,026e3c23,심박수,
2226,ff6e376a,심박수,
2227,e053c320,심박수,
2228,ff53f3ed,심박수,
2229,a5b8b0fd,심박수,
2230,a6b8b290,심박수,
2231,63cfa266,심박 게이지,
2232,7ecfcce7,심박수 게이지,
2233,731b4800,유산소,
2234,48ec415f,쉬움,
2235,a9c58f37,고강도 유산소,
2236,86552dd1,저강도 유산소,
2237,70b06f47,최대,
2238,8e52f9ff,심박 없음,
2239,32c5a887,존 없음,
2240,2fcc73c2,한계치,
2241,6368e8c2,워밍업,
2242,026ace9a,심박,
2243,1cb6d0f3,심박존0의 시간,
2244,39b6fe9a,심박 존 0,
2245,fa9c57f0,심박존0의 시간,
2246,f99c565d,심박존0의 시간,
2247,5987eb22,심박존1의 시간,
2248,4c87d6ab,심박 존 1,
2249,7b725a59,심박존1의 시간,
2250,947281b4,심박존1의 시간,
2251,111579e1,심박존2의 시간,
2252,fa1555ac,심박 존 2,
2253,0f042d9a,심박존2의 시간,
2254,f203fff3,심박존2의 시간,
2255,0be99580,심박존3의 시간,
2256,2ae9c64d,심박 존 3,
2257,2e05a183,심박존3의 시간,
2258,2b059cca,심박존3의 시간,
2259,18ac6337,심박존4의 시간,
2260,1dac6b16,심박 존 4,
2261,769120b4,심박존4의 시간,
2262,5d90f959,심박존4의 시간,
2263,8d003476,심박존5의 시간,
2264,88002c97,심박 존 5,
2265,4eea0c8d,심박존5의 시간,
2266,2fe9dbc0,심박존5의 시간,
2267,2b51d685,심박존6의 시간,
2268,3c51f148,심박 존 6,
2269,29408a3e,심박존6의 시간,
2270,34409b8f,심박존6의 시간,
2271,671d8d4c,필요 심박,
2272,7e1db181,필요 심박,
2273,a911293f,남은 심박수,
2274,be114a4e,필요 심박,
2275,b60bfbd3,심박 존 %1,
2276,1a31abfc,심박존,
2277,11319dd1,심박존,
2278,5c2547ef,심박존,
2279,5125369e,심박존,
2280,85807aa9,미용실,
2281,0797ae3b,홀/강당,
2282,af232474,장애인 접근로,
2283,6479c9a6,항만경계,
2284,3f158bd6,항구,
2285,80f0a632,할리데이비슨,
2286,5724a86c,%1이(가) 가상 울타리 안으로 들어옴.,
2287,a163f064,%1이(가) 가상 울타리 밖으로 나감.,
2288,142ee97b,하와이/폴리네시안,
2289,59ef74a1,당신 쪽으로 가고 있어요,
2290,fa4e439b,헬스클럽,
2291,e04b472c,심박수 비활성화,
2292,6fe90b1a,심박수,
2293,1d66407f,열 적응,
2294,62fce92a,헥토파스칼,
2295,127f7f69,울타리,
2296,1aaa5453,신장,
2297,321da80a,알수없음,
2298,a0a0c6ea,기준선고도:,
2299,627b8d1b,기초기준 고도:,
2300,623dfb03,헬기장,
2301,3e56f192,Helmert 1906,
2302,cd4cc72d,도움 요청,
2303,e9171974,높음,
2304,8a144864,최고 - %1,
2305,dc7fcb44,높음,
2306,1759ec05,고강도 유산소 초과,
2307,b7208e03,높은 유산소 부족,
2308,344dd327,고강도 유산소,
2309,d8c9a844,최고,
2310,1f85c2c6,고등교육,
2311,36530ecd,고속도로 시설,
2312,e0bffa08,하이킹,
2313,4db8c3a8,하이킹,
2314,678f33ba,START를 누름,
2315,ddd0bfbf,START를 눌러 측정 시작,
2316,6d2f092f,사적,
2317,06fb59e4,유적지,
2318,4f789ead,유적지,
2319,c265a3fd,홈센터,
2320,d7958bce,가구,
2321,2ccf86dd,홈 및 가든,
2322,3d530c0f,Honda 자동차 딜러,
2323,242d9453,Honda 오토바이 딜러,
2324,16ccfdb5,,Hong Kong
2325,3c25b53b,연결구,
2326,ad487f45,수평쌍등,
2327,b9ea4aed,경적,
2328,8c2695a2,병원,
2329,04d47cbf,병원,
2330,ee4e827d,온천,
2331,f86fdbea,XERO 위치,
2332,53e4a073,1성호텔,
2333,5d780fd0,2성호텔,
2334,f5300ff1,3성호텔,
2335,99ccc60e,4성호텔,
2336,632235bf,5성호텔,
2337,bb555694,호텔/모텔,
2338,1226e94a,호텔 및 모텔,
2339,ee8721a7,Hough,
2340,9d75700c,주택,
2341,9bad137e,주택/정원,
2342,93524162,가구&가전,
2343,9f9e473a,시간,
2344,2d04bccb,EOV Hungarian,
2345,33b96189,헝가리식,
2346,4c1b02b3,Hyderabadi,
2347,db58ff94,수소,
2348,9721d5f7,Hyundai 딜러,
2349,dcab87ef,IALA Region,
2350,786f0090,강도 계수,
2351,776efefd,IF,
2352,1a8a4313,강도 계수(IF),
2353,378a70ba,강도 계수(IF),
2354,f3844d7d,당신의 회복 필요성이 높습니다. 오늘은 쉬엄쉬엄 활동하는 것이 좋습니다.,
2355,ea0ac9b4,당신의 회복 필요성이 여전히 높습니다. 오늘은 쉬엄쉬엄 활동하세요.,
2356,93226cf1,거의 완전히 회복되었습니다.,
2357,71271665,오늘의 높은 수준의 활동량이 회복의 필요성을 높였습니다. 쉬엄쉬엄 활동하여 정상으로 회복하세요.,
2358,f70109fc,오늘의 높은 수준의 활동량이 회복 속도를 느리게 만들었습니다. 완전히 재충전될 때까지 휴식을 취해야 할 것입니다.,
2359,5e648d8f,오늘의 높은 수준의 활동량이 회복 속도를 느리게 만들었습니다. 완전히 재충전될 때까지 휴식을 취해야 할 것입니다.,
2360,8346995e,높은 수준의 스트레스가 회복의 필요성을 높였습니다. 이것은 오늘 귀하의 훈련 결과에 부정적인 영향을 미칠 수도 있습니다.,
2361,c8cb42b9,높은 수준의 스트레스가 회복의 필요성을 높였습니다. 완전히 원기를 회복할 때까지 시간을 내서 휴식을 취해야 할 것입니다.,
2362,15416b60,좋습니다! 하루의 충분한 휴식은 당신의 회복 속도를 높였습니다.,
2363,028c71a3,부족한 수면이 회복 필요성을 증가시켰습니다. 이것은 오늘의 훈련 결과에 부정적인 영향을 미칠 수도 있습니다.,
2364,6fe76922,좋습니다! 양질의 수면이 당신의 회복 속도를 빠르게 하였습니다.,
2365,eafedd7d,잘했습니다! 양질의 수면이 당신의 회복 속도를 빠르게 하였습니다.,
2366,be8363e9,1시간,
2367,24cdf919,회복 시간 지연됨,
2368,c9bf29dd,회복 시간 향상됨,
2369,2e1a55fb,회복 시간,
2370,a0e25bc7,%1 일,
2371,8da167ab,%1 시간,
2372,f16d7c51,일일 평균 %1,
2373,6eae557e,IM,
2374,bd3ac0f6,자정 이후,
2375,d43edb9e,이번 주,
2376,5fb7cad2,오늘,
2377,d2fbd566,사고감지알림 전송을 실패하였습니다.,
2378,42cc5a13,비상 메시지를 취소합니까?,
2379,766d9815,비상 연락처에게 통보됨,
2380,80377cc1,위치 찾는 중,
2381,9ecccee0,사고가 감지됨,
2382,e97ea52f,사고 감지 모드를 종료하는데 실패하였습니다.,
2383,580b460a,사고가 감지되었습니다. 이 기능을 종료할 때까지 위치를 추적하여 비상연락처에 공유합니다.,
2384,28575b19,위치를 알아낼 수 없습니다. 비상 연락처에 통지되지 않을 것입니다.,
2385,11200520,연결이 완료되면 위치를 추적하여 비상 연락처에 공유할 것입니다.,
2386,3a92eb79,전송 불가,
2387,31f46aec,비상 연락처에 통지 중입니다.,
2388,6793aa3d,,Ga nr Instellingen > Veiligheid en tracking > Ongevaldetectie om later te zien.
2389,854d1300,Garmin Connect Mobile 앱을 사용하여 설정하세요.,
2390,45136562,응답 중,
